resume_index,job_1_match_score,job_2_match_score,job_3_match_score
3576,"('Financial Accountant', np.float64(0.8514723734705686))","('Assistant Manager Finance', np.float64(0.8229098180476724))","('Financial Controller', np.float64(0.7990487877210553))"
3577,"('Operations Manager', np.float64(0.9671632646664126))","('Operations Manager', np.float64(0.9671632646664126))","('Java Backend', np.float64(0.9545637279871231))"
3578,"('SAP HANA Developer', np.float64(0.9945669612129249))","('SAP HANA Cloud Developer', np.float64(0.9890104519094702))","('SAP FICO Functional Consultant', np.float64(0.9791147846611138))"
3579,"('Business Development Executive', np.float64(0.8550640990245374))","('Business Development Manager', np.float64(0.8515226684889489))","('Business Development Executive', np.float64(0.8382873489550713))"
3580,"('Captain', np.float64(0.9392828575351567))","('Chef', np.float64(0.868392885249713))","('Principal Engineer', np.float64(0.8321023313445811))"
3581,"('Murex Datamart', np.float64(0.9480518520516692))","('Digital Marketing Intern', np.float64(0.9425331493720496))","('Manager, Data Science', np.float64(0.9287962653325876))"
3582,"('Content development (special education)', np.float64(0.6733838067516466))","('Performance Marketing', np.float64(0.665997067970316))","('Machine learning Training and Internship', np.float64(0.6535936548868181))"
3583,"('Chef', np.float64(0.8244401716179813))","('Senior Power BI', np.float64(0.7988705498150326))","('Senior Data Scientist', np.float64(0.7557214569434145))"
3584,"('Venue Manager', np.float64(0.9125939729356767))","('Business Development Executive', np.float64(0.830560578279337))","('Business Development Executive', np.float64(0.7689342351016921))"
3585,"('Young Researcher', np.float64(0.7844038217607658))","('Data Analyst / Senior Data Analyst', np.float64(0.7665569496310614))","('Data Analyst / Senior Data Analyst', np.float64(0.7665569496310614))"
3586,"('Affiliate Marketing Manager', np.float64(0.8228144076874228))","('Training+Internship', np.float64(0.7916225091783177))","('Training+Internship', np.float64(0.7916225091783177))"
3587,"('Collections Specialist', np.float64(0.8509735901429623))","('Account Executive', np.float64(0.8457942218294244))","('International Collections Analyst', np.float64(0.8333057565605083))"
3588,"('Inside Sales Representative', np.float64(0.7752065590514134))","('Customer Service Representative', np.float64(0.7363986407016874))","('Senior Content Writer', np.float64(0.728522182482457))"
3589,"('Account Executive', np.float64(0.9249006598753654))","('R40008/R40009/R40010- Senior Internal Audit Analyst', np.float64(0.8783221182118394))","('Senior Data Analyst', np.float64(0.870363517120323))"
3590,"('Python trainer', np.float64(0.9334406027402793))","('Learning and Development Manager', np.float64(0.9302447899971846))","('Servicenow || Corporate Trainer || virtual ||Servicenow admin trainer || servicenow developer trainer', np.float64(0.92072234274996))"
3591,"('Community Relations Intern', np.float64(0.8433000831258758))","('Public Relations Executive', np.float64(0.831380973519648))","('Digital Marketing Analyst', np.float64(0.8158770154123425))"
3592,"('Mern stack developer', np.float64(0.9480566536966475))","('Mern stack developer', np.float64(0.9480566536966475))","('Senior JavaScript Developer', np.float64(0.8925715082837565))"
3593,"('Process Executive - Credit and Collection', np.float64(0.8425936846149308))","('Account Executive', np.float64(0.8421326838885156))","('Financial Controller', np.float64(0.8226179586431233))"
3594,"('STEM and Robotics Mentor', np.float64(0.8271401107879902))","('STEM and Robotics Mentor', np.float64(0.8271401107879902))","('Robotics and Electronics Educator', np.float64(0.7625552749689042))"
3595,"('Sales Manager', np.float64(0.8890954074099873))","('Sales Intern', np.float64(0.8780577806743446))","('Backoffice Sales Coordinator - ( Electrical )', np.float64(0.8565185341931696))"
3596,"('Mathematician', np.float64(0.9733328106865569))","('Mathematician', np.float64(0.9733328106865569))","('Sales Executive', np.float64(0.9693188679704426))"
3597,"('Public Relations Executive', np.float64(0.8610677430032079))","('Business Analyst', np.float64(0.8337405058120245))","('Business Analyst', np.float64(0.8337405058120245))"
3598,"('Assistant Manager -Customer Experience', np.float64(0.9214454176725893))","('Urgent Opening- Priority Relationship Manager', np.float64(0.9055015937532767))","('Inside Sales Representative (Night Shift)', np.float64(0.9053778478408421))"
3599,"('Fresher/ Exp Back office assistant at Ahmedabad salary upto 15k', np.float64(0.9105413309966006))","('Senior Service Desk Analyst', np.float64(0.839274214406613))","('Senior Service Desk Analyst', np.float64(0.839274214406613))"
3600,"('Captain', np.float64(0.8689856099519092))","('Chef', np.float64(0.8532138516353883))","('Principal Engineer', np.float64(0.8348940023230196))"
3601,"('Staff Engineer (Salesforce Marketing Cloud)', np.float64(0.9315930827080969))","('Sr. Associate; Data Analyst (Google Analytics)', np.float64(0.9163024254361168))","('Sr. Associate; Data Analyst (Google Analytics)', np.float64(0.9163024254361168))"
3602,"('Senior Software Engineer', np.float64(0.9491128074135933))","('Senior Software Engineer', np.float64(0.9491128074135933))","('Technical Team Lead', np.float64(0.8963321348412926))"
3603,"('Acoustics Engineer - Building Science', np.float64(0.8394511327687304))","('Junior Architect', np.float64(0.8387791690129413))","('Data Processing Coordinator', np.float64(0.8315168792167124))"
3604,"('Senior Power BI', np.float64(0.7870502387091602))","('Product Manager', np.float64(0.7631304343609099))","('Cyber Assurance Manager', np.float64(0.7617056724162611))"
3605,"('Model Risk Management', np.float64(0.847600211873645))","('AVP - Strategic  Forecasting (Pharma)', np.float64(0.8333064198853175))","('AVP - Strategic  Forecasting (Pharma)', np.float64(0.8333064198853175))"
3606,"('Marketing Data Specialist', np.float64(0.8728050487995269))","('Digital Marketing Manager, Project Manager SEO, Project Analyst SEO, BDE , SEO Executive, Inside Sales', np.float64(0.8486073291013055))","('Digital Marketing Manager, Project Manager SEO, Project Analyst SEO, BDE , SEO Executive, Inside Sales', np.float64(0.8486073291013055))"
3607,"('Human Resources Specialist', np.float64(0.9105886500881323))","('Sales Officer', np.float64(0.8498476572607464))","('Human Resources Specialist', np.float64(0.8227075681830766))"
3608,"('Executive Office Operations', np.float64(0.9611331416385527))","('IB Diploma Programme Coordinator, IB DP Coordinator', np.float64(0.9589089347637296))","('Analyst/Sr Analyst Product Support', np.float64(0.9507857885225232))"
3609,"('Collections Specialist', np.float64(0.9134677336139375))","('Claims Associate', np.float64(0.9032036866634813))","('Duty medical officer', np.float64(0.845405833739982))"
3610,"('Advisor', np.float64(0.885980450544233))","('Inside Sales Executive', np.float64(0.8741238662219013))","('Phone Banking Officer', np.float64(0.8719529520345771))"
3611,"('Mobile Application Developer', np.float64(0.8143401669378948))","('NodeJs Developer', np.float64(0.8122175147744147))","('Salesforce Developer', np.float64(0.803140169075271))"
3612,"('Language Tutor', np.float64(0.9100962298383837))","('Inside Sales Counselor', np.float64(0.8743764911529865))","('Student Counselor', np.float64(0.8370273644212998))"
3613,"('RPA Reliability Engineer', np.float64(0.8636063843401849))","('Data Analyst', np.float64(0.8385205399923311))","('Data Analyst', np.float64(0.8385205399923311))"
3614,"('Graphic Design Intern', np.float64(0.9108522084725396))","('Unreal developer', np.float64(0.8976955635808459))","('Unreal developer', np.float64(0.8976955635808459))"
3615,"('Business Analyst', np.float64(0.8386572302942268))","('Business Analyst', np.float64(0.8386572302942268))","('Business Analyst', np.float64(0.8386572302942268))"
3616,"('Veeva CRM Lead - Pune, Mumbai or Bangalore', np.float64(0.9445525868467523))","('Azure DevOps Engineer', np.float64(0.8946643682590014))","('Azure DevOps Engineer', np.float64(0.8946643682590014))"
3617,"('Internet of Things Engineer', np.float64(0.8185743925365281))","('Kafka', np.float64(0.7991704952680292))","('Scientist B/ Scientist C - LC-MS/MS & GC-MS/MS', np.float64(0.7989245255212103))"
3618,"('Internet of Things Engineer', np.float64(0.9519942457101167))","('Data Analyst', np.float64(0.9371366712874865))","('Data Analyst', np.float64(0.9371366712874865))"
3619,"('Assistant Project Data Analyst', np.float64(0.9207355020979227))","('Assistant Project Data Analyst', np.float64(0.9207355020979227))","('Python Developer', np.float64(0.9175037399544643))"
3620,"('Anaplan developer', np.float64(0.9448859690106451))","('Research Associate- Chemicals', np.float64(0.8639021196768819))","('Finance Analyst - Chartered Accountant - Contract', np.float64(0.8632929824948227))"
3621,"('Quality Analyst', np.float64(0.8849975117458555))","('Analyst/Sr Analyst Product Support', np.float64(0.8754154742794419))","('Product Support Analyst (remote)', np.float64(0.874247897917429))"
3622,"('Internet of Things Engineer', np.float64(0.7549255082467135))","('Computer Aided Design Designer', np.float64(0.7199025504745296))","('Volunteers', np.float64(0.7163210784897057))"
3623,"('Citrix - Technology Analyst/Lead', np.float64(0.8556098965536474))","('Data / Cyber Security Specialist', np.float64(0.8461365772269737))","('Data / Cyber Security Specialist', np.float64(0.8461365772269737))"
3624,"('Assistant Manager Finance', np.float64(0.9041979788967159))","('Financial Controller', np.float64(0.8971410058967948))","('Financial Analyst', np.float64(0.8609789872396616))"
3625,"('SQL Developer/SSIS Developer/Data Engineer', np.float64(0.8329308794197007))","('SQL Developer/SSIS Developer/Data Engineer', np.float64(0.8329308794197007))","('SQL Developer/SSIS Developer/Data Engineer', np.float64(0.8329308794197007))"
3626,"('Quality Analyst', np.float64(0.9653513563813838))","('Quality Analyst', np.float64(0.9653513563813838))","('Salesforce Automation', np.float64(0.9107759080952833))"
3627,"('Human Resources Specialist', np.float64(0.9466462903352333))","('Human Resources Specialist', np.float64(0.9403116148864488))","('Compensation Analyst', np.float64(0.9262066612556347))"
3628,"('Business Development Executive', np.float64(0.7528245945623142))","('DATA SCIENCE INTERN', np.float64(0.7487923943337037))","('DATA SCIENCE INTERN', np.float64(0.7487923943337037))"
3629,"('Accounts MIS Specialist', np.float64(0.7751616771981618))","('Accounts MIS Specialist', np.float64(0.7751616771981618))","('International voice Process', np.float64(0.7601857856275469))"
3630,"('Chat process executive (fresher)', np.float64(0.8481594611150682))","('Collections Specialist', np.float64(0.8387848531598014))","('Senior Executive', np.float64(0.8248120760538342))"
3631,"('Tele-caller', np.float64(0.8816122556026438))","('Data science trainer', np.float64(0.8309246785495475))","('German Interpreter', np.float64(0.82638752744197))"
3632,"('Trainer', np.float64(0.8596742462580689))","('Trainer', np.float64(0.8596742462580689))","('Head Coach (Head of Health Coaching Practices)', np.float64(0.8528225212827856))"
3633,"('Unreal developer', np.float64(0.8906860522938498))","('Unreal developer', np.float64(0.8906860522938498))","('CI/Laravel Developer', np.float64(0.8829619822495208))"
3634,"('Floating Staff Payroll Manager', np.float64(0.9161876854103251))","('R40008/R40009/R40010- Senior Internal Audit Analyst', np.float64(0.8424909373208835))","('Financial Reporting Analyst', np.float64(0.8384207531118395))"
3635,"('Python Lead engineer (Trivandrum/ Cochin)', np.float64(0.9768936781703924))","('Associate Product Manager', np.float64(0.9389288634967783))","('Lead Data Scientist', np.float64(0.9090346747708384))"
3636,"('Kafka developer', np.float64(0.9651357331304797))","('Clinical Junior Doctor', np.float64(0.9617982999897672))","('Senior Bioinformatics Scientist', np.float64(0.9580895383984265))"
3637,"('Project Coordinator', np.float64(0.9720915276729857))","('Senior Business Analyst', np.float64(0.9501226312541519))","('Senior Business Analyst', np.float64(0.9501226312541519))"
3638,"('https://jobs.mahindracareers.com/job-invite/30876/', np.float64(0.9510517077555897))","('Sr Corporate Tax Analyst (Sales & Use Tax)', np.float64(0.9380281172308992))","('Sr Corporate Tax Analyst (Sales & Use Tax)', np.float64(0.9380281172308992))"
3639,"('Human Resources Specialist', np.float64(0.9752310388932077))","('Intern', np.float64(0.8786680444305357))","('Sales Officer', np.float64(0.8590604893676408))"
3640,"('Senior Analyst - Asset Coding', np.float64(0.8864919096550685))","('Senior Analyst - Asset Coding', np.float64(0.8864919096550685))","('Senior Analyst - Security Pricing', np.float64(0.8862814040776293))"
3641,"('Business Development Analyst', np.float64(0.9243489961631157))","('Business Development Analyst', np.float64(0.9243489961631157))","('Sales Executive', np.float64(0.917368639189107))"
3642,"('Head - Key Accounts (Institutional & Govt. Business)', np.float64(0.8748786022554679))","('IT Sales-Business Development Manager', np.float64(0.8623436426188338))","('Business Development Specialist (Solar)', np.float64(0.8608775679546435))"
3643,"('IT Business Analyst Insurance (Immediate Joiners only/Mumbai)', np.float64(0.9790747619166744))","('Excellant Opportunities for DevSecOps Engineer', np.float64(0.9454432927103963))","('Excellant Opportunities for DevSecOps Engineer', np.float64(0.9454432927103963))"
3644,"('Data Analyst', np.float64(0.8627795106684977))","('Data Analyst', np.float64(0.8627795106684977))","('Data Analyst', np.float64(0.8627795106684977))"
3645,"('Chartered Financial Analyst', np.float64(0.8367444386774137))","('SOC Senior Analyst', np.float64(0.8343481064568217))","('Technical Product Owner', np.float64(0.8145437791730824))"
3646,"('Marketing And Public Relations Specialist', np.float64(0.9365775915022463))","('Django Python Developer', np.float64(0.8713033160177847))","('Django Python Developer', np.float64(0.8713033160177847))"
3647,"('Machine Learning Engineer', np.float64(0.9702669850174818))","('Machine Learning Engineer', np.float64(0.9702669850174818))","('Data Analyst', np.float64(0.9577482218988869))"
3648,"('Shopify Developer', np.float64(0.9079694282369624))","('Finance Associate', np.float64(0.9000873019600666))","('Shopify Developer', np.float64(0.8945178377978591))"
3649,"('Business Development - AIF', np.float64(0.8254637141191711))","('Data Associate', np.float64(0.8247169264369375))","('Data Associate', np.float64(0.8247169264369375))"
3650,"('AR/VR Technical Developer', np.float64(0.903228134513894))","('Product Manager', np.float64(0.8738331278670495))","('DATA SCIENCE INTERN', np.float64(0.8651428308950706))"
3651,"('Tax Reporting & Compliance Engineer', np.float64(0.8878611440769806))","('Lead Fullstack Developer - Java & React [T500-5049]', np.float64(0.8866049659862139))","('Student Advisor (South Asia)', np.float64(0.8865921342181688))"
3652,"('MIS Executive (Bizom)', np.float64(0.8461650948742709))","('Zonal Head-North India', np.float64(0.8271986252993002))","('Associate Business Analyst', np.float64(0.8154079470415427))"
3653,"('Signal Processing Engineer', np.float64(0.968398826349464))","('RPA Reliability Engineer', np.float64(0.9207733882332003))","('AI Engineer _Mlops _2-10 years', np.float64(0.9161286738583753))"
3654,"('Strategy Analyst', np.float64(0.9249285676364453))","('KX Asset Publishing and Content Quality-Analyst', np.float64(0.924034054222342))","('KX Asset Publishing and Content Quality-Analyst', np.float64(0.924034054222342))"
3655,"('Operations Associate', np.float64(0.8363510937912428))","('Operations Associate', np.float64(0.8363510937912428))","('News Reporter', np.float64(0.8128087545847466))"
3656,"('Senior Product Operations Analyst', np.float64(0.9663858502400725))","('Senior Product Operations Analyst', np.float64(0.9663858502400725))","('Inside Sales Executive', np.float64(0.943422246850505))"
3657,"('Data Analyst', np.float64(0.8827324804510152))","('Data Analyst', np.float64(0.8827324804510152))","('Data Analyst', np.float64(0.8827324804510152))"
3658,"('Architect', np.float64(0.7629767292362306))","('Unreal developer', np.float64(0.726726539647167))","('Unreal developer', np.float64(0.726726539647167))"
3659,"('DATA SCIENCE INTERN', np.float64(0.9256481091394867))","('DATA SCIENCE INTERN', np.float64(0.9256481091394867))","('Human Resources Intern', np.float64(0.9152105780769254))"
3660,"('Head of Prevention', np.float64(0.6887890299208648))","('Pre-sales Executive', np.float64(0.678895193847331))","('Adobe Campaign Developer - for US based Banking project', np.float64(0.6785746774318708))"
3661,"('Security Operations Center Analyst', np.float64(0.8848579370400731))","('Security Operations Center Analyst', np.float64(0.8848579370400731))","('Security Operations Center Analyst', np.float64(0.8848579370400731))"
3662,"('BigData Freelance', np.float64(0.9215331525787874))","('BigData Freelance', np.float64(0.9215331525787874))","('Quality Analyst', np.float64(0.8826884541237371))"
3663,"('Senior Data Scientist', np.float64(0.9040358019132758))","('Senior Data Scientist', np.float64(0.9040358019132758))","('Data Scientist', np.float64(0.9038540285294421))"
3664,"('Human Resources Specialist', np.float64(0.7325246140407208))","('Financial Analyst', np.float64(0.69032975949847))","('Fund Administration Associate', np.float64(0.6589798570839521))"
3665,"('Staff/Senior Staff/Principal DSP, Vision Engineer', np.float64(0.9541978324272085))","('Staff/Senior Staff/Principal DSP, Vision Engineer', np.float64(0.9541978324272085))","('Big Data Developer', np.float64(0.9345253186409684))"
3666,"('Business Development Manager', np.float64(0.8897945954358102))","('Business Development Executive', np.float64(0.867200828662077))","('Django Developer', np.float64(0.8439125432359625))"
3667,"('Hardware Power Electronics', np.float64(0.9416069746017456))","('MBD Developer& Designer', np.float64(0.9223663981186895))","('MBD Developer& Designer', np.float64(0.9223663981186895))"
3668,"('Junior Architect', np.float64(0.8482982869470448))","('Architect', np.float64(0.8421244435866113))","('Sr Product Designer', np.float64(0.8189171241769376))"
3669,"('AEM-developer', np.float64(0.8795848545347912))","('AEM-developer', np.float64(0.8795848545347912))","('Data Entry / Video Finder', np.float64(0.877199745922074))"
3670,"('ISS Navigation Engineer', np.float64(0.7502354533091271))","('ISS Navigation Engineer', np.float64(0.7502354533091271))","('Model Based Software Developer', np.float64(0.697366942812827))"
3671,"('Finance Analyst - Chartered Accountant - Contract', np.float64(0.9215015045597283))","('Financial Controller', np.float64(0.9112620799809493))","('VP / AVP – Financial Research (Remote Working Option)', np.float64(0.9060975798061789))"
3672,"('Ruby on Rails Developer', np.float64(0.7879921577204134))","('Ruby on Rails Developer', np.float64(0.7879921577204134))","('Accounts MIS Specialist', np.float64(0.7658955243137268))"
3673,"('Digital Marketing Analyst', np.float64(0.9274203054397655))","('Senior Content Writer', np.float64(0.9176319786742421))","('Social Media Marketing Manager', np.float64(0.8846780566499394))"
3674,"('Digital Marketing Executive', np.float64(0.9617442286862455))","('Mobile Application Developer', np.float64(0.9434634796397013))","('Senior Technical Project Manager', np.float64(0.9284613153596958))"
3675,"('Quantized Neural Network Operator Dev (Kernel)', np.float64(0.8858228518655605))","('Sales Manager', np.float64(0.8392842614987841))","('Technical Lead', np.float64(0.8387603827518031))"
3676,"('Finance Manager', np.float64(0.8452407355465028))","('General Manager Finance', np.float64(0.8239084220324574))","('Hotel Accountant', np.float64(0.8216269595227321))"
3677,"('Chartered Accountant', np.float64(0.8461758316818606))","('Account Executive', np.float64(0.8352427369104902))","('Process Executive - Credit and Collection', np.float64(0.8145732743059482))"
3678,"('Sales Specialist', np.float64(0.9418942034336841))","('Procurement Manager', np.float64(0.9130359022562575))","('FCL Procurement Analyst', np.float64(0.901252451029527))"
3679,"('Subject Matter Expert', np.float64(0.8133581086232147))","('Freight Broker', np.float64(0.8063943382713235))","('Technical Product Owner', np.float64(0.8049115924159879))"
3680,"('Executive Assistant to U.S. Attorneys', np.float64(0.9408461904465872))","('Executive Assistant to U.S. Attorneys', np.float64(0.9408461904465872))","('Systematics Business Analyst', np.float64(0.9305820077584666))"
3681,"('Ruby on Rails Developer', np.float64(0.9389496139693188))","('Ruby on Rails Developer', np.float64(0.9389496139693188))","('Senior Product Support Analyst', np.float64(0.9376813350897235))"
3682,"('Data Processing Coordinator', np.float64(0.9433854691557401))","('Data Labeler', np.float64(0.9209073056694593))","('Marketing Analyst', np.float64(0.8647462068740174))"
3683,"('Collections Specialist', np.float64(0.8561958186423291))","('Business Analyst', np.float64(0.8449446344131452))","('Business Analyst', np.float64(0.8449446344131452))"
3684,"('Co-Founder', np.float64(0.8882149193771676))","('Business Development - AIF', np.float64(0.8458716669130706))","('Virtual Account Executive', np.float64(0.8284410736259987))"
3685,"('Chartered Financial Analyst', np.float64(0.8584577803312449))","('SOC Senior Analyst', np.float64(0.8518889269932612))","('Sales Intern', np.float64(0.8420972414393428))"
3686,"('Functional Safety Engineer', np.float64(0.8202382768761461))","('Python Developer', np.float64(0.7024990247787476))","('Technical Architect', np.float64(0.6985143655006424))"
3687,"('Strategy Analyst', np.float64(0.9613565421672831))","('Strategy Analyst', np.float64(0.9613565421672831))","('Strategy Analyst', np.float64(0.9613565421672831))"
3688,"('Research Scientist – Microbiology', np.float64(0.8233983660798614))","('Research Scientist – Microbiology', np.float64(0.8233983660798614))","('Research Scientist – Microbiology', np.float64(0.8233983660798614))"
3689,"('Financial Analyst', np.float64(0.7694437516367592))","('Financial Controller', np.float64(0.7594995360487939))","('Master Data Management Analyst', np.float64(0.741587261804547))"
3690,"('Security Operations Center Analyst', np.float64(0.7572011251422297))","('Security Operations Center Analyst', np.float64(0.7572011251422297))","('Security Operations Center Analyst', np.float64(0.7572011251422297))"
3691,"('Power BI Developer', np.float64(0.9424337901041626))","('Power BI Developer', np.float64(0.9424337901041626))","('Data Analyst', np.float64(0.9159725723012979))"
3692,"('Finance Manager', np.float64(0.9702408514840966))","('General Manager Finance', np.float64(0.9176997510478411))","('Financial Analyst – FP&A', np.float64(0.8919634880343565))"
3693,"('Senior Analyst- Investment Banking', np.float64(0.9145620079963681))","('Quantitative Analyst', np.float64(0.9130269108328277))","('Data Analyst', np.float64(0.9009940220489289))"
3694,"('Solution Architect - Cybersecurity', np.float64(0.9148265031070122))","('Robotic Process Automation Consultant', np.float64(0.9065594603769198))","('Technical Architect', np.float64(0.8966276947969694))"
3695,"('Senior Service Desk Analyst', np.float64(0.854054345005526))","('Senior Service Desk Analyst', np.float64(0.854054345005526))","('Corda Developer', np.float64(0.8512311129143799))"
3696,"('Staff Engineer', np.float64(0.9742177097687048))","('Junior Network Analyst', np.float64(0.9702313585759885))","('Junior Analyst', np.float64(0.9702313585759885))"
3697,"('Sales and Marketing Analyst', np.float64(0.9654929604389565))","('Sales and Marketing Analyst', np.float64(0.9654929604389565))","('Business Development Specialist (EV)', np.float64(0.9505919905182549))"
3698,"('Ping Directory', np.float64(0.7794013805825338))","('Computer Vision Engineer', np.float64(0.7718244319557519))","('Computer Vision Engineer', np.float64(0.7718244319557519))"
3699,"('MicroStrategy Developer', np.float64(0.9066628460923736))","('MicroStrategy Developer', np.float64(0.9066628460923736))","('Customer Service Specialist(SDA)', np.float64(0.8525113512705877))"
3700,"('IT Sales-Business Development Manager', np.float64(0.8938583875602578))","('Business Development Executive', np.float64(0.8898676447438663))","('Business Development Manager', np.float64(0.8831926249436622))"
3701,"('VP / AVP – Financial Research (Remote Working Option)', np.float64(0.8599600658086033))","('Business Analyst (Asset Servicing/Corporate Actions)', np.float64(0.8534484017545841))","('Business Analyst (Asset Servicing/Corporate Actions)', np.float64(0.8534484017545841))"
3702,"('Operations Associate', np.float64(0.8057012640419127))","('Operations Associate', np.float64(0.8057012640419127))","('Assistant Manager', np.float64(0.759156140753654))"
3703,"('Tele-caller', np.float64(0.8621238880188111))","('Lecturer', np.float64(0.8540074771281173))","('Lecturer', np.float64(0.8540074771281173))"
3704,"('MicroStrategy', np.float64(0.951788957199682))","('MicroStrategy', np.float64(0.951788957199682))","('Automation QA Engineer', np.float64(0.9285932444554191))"
3705,"('Head Coach (Head of Health Coaching Practices)', np.float64(0.9323655021251374))","('Trainer', np.float64(0.8330230237765573))","('Trainer', np.float64(0.8330230237765573))"
3706,"('Content Development Manager', np.float64(0.8050426580012533))","('Export Market Cordinator', np.float64(0.8010320077614572))","('Inside Sales Representative', np.float64(0.7766829582732779))"
3707,"('Unreal developer', np.float64(0.950005832958249))","('Unreal developer', np.float64(0.950005832958249))","('Architect', np.float64(0.846729587567137))"
3708,"('Digital Marketing Executive', np.float64(0.8491540405189999))","('Manager Digital Martech', np.float64(0.8382547645767927))","('Marketing And Public Relations Manager', np.float64(0.825886972802957))"
3709,"('Content Specialist & Digital Marketer', np.float64(0.8866234616515026))","('Centralized Monitoring Lead (CML or ACML)', np.float64(0.852993005548328))","('Middleware Administrator and  Developer', np.float64(0.8446991032063835))"
3710,"('Senior Data Analyst', np.float64(0.9352341226716914))","('Senior Data Analyst', np.float64(0.9352341226716914))","('Senior Data Analyst', np.float64(0.9352341226716914))"
3711,"('Account Executive', np.float64(0.8185054730684408))","('Manager, Data Science', np.float64(0.8159142317643707))","('Manager, Data Science', np.float64(0.8159142317643707))"
3712,"('Customer Relationship Management Executive', np.float64(0.9181026351501339))","('Public Relations Executive', np.float64(0.8702892562327621))","('Adobe Campaign Developer - for US based Banking project', np.float64(0.8284070878531913))"
3713,"('Business development and sales intern', np.float64(0.9235502675364694))","('Data Science Training and Internship Programme', np.float64(0.9195062933162101))","('Customer Care Professional', np.float64(0.9034276281636564))"
3714,"('Infra DevOps Engineer', np.float64(0.8653504003840682))","('SRE', np.float64(0.8236226382688221))","('Data Processing Coordinator', np.float64(0.8179076013682185))"
3715,"('Principal Consultant - Financial Crime Software Implementation', np.float64(0.9452179817398821))","('https://jobs.mahindracareers.com/job-invite/30876/', np.float64(0.9208249980848675))","('Senior Manager Finance Account', np.float64(0.8871893273024694))"
3716,"('R40008/R40009/R40010- Senior Internal Audit Analyst', np.float64(0.8653840029184667))","('Account Executive', np.float64(0.8598072007255544))","('Financial Accountant', np.float64(0.829172900720429))"
3717,"('Team Member - Culinary (Kitchen Staff)', np.float64(0.767092981779704))","('Principal Engineer', np.float64(0.7364016961481121))","('Python Developer, Forward Kitchens (Remote) - $60,000/year USD', np.float64(0.7092992473340212))"
3718,"('Staff Data Engineer', np.float64(0.9033152868937161))","('Assistant Consultant -Data Management (Immediate Joiners Preferred)', np.float64(0.902013530065702))","('Content Specialist & Digital Marketer', np.float64(0.8723322306869143))"
3719,"('Centralized Monitoring Lead (CML or ACML)', np.float64(0.7705087183539958))","('Sales Officer', np.float64(0.7641288153192787))","('Azure Integration Developer', np.float64(0.7460687142584763))"
3720,"('AM - Client Account Management', np.float64(0.8851127533982465))","('AM - Client Account Management', np.float64(0.8851127533982465))","('Business Analyst', np.float64(0.8020994361433159))"
3721,"('Business Analyst cum Project manager', np.float64(0.9134031571642944))","('Business Analyst cum Project manager', np.float64(0.9134031571642944))","('Business Analyst', np.float64(0.8850072005816177))"
3722,"('FCL Procurement Analyst', np.float64(0.9473206026336782))","('FCL Procurement Analyst', np.float64(0.9473206026336782))","('FCL Procurement Analyst', np.float64(0.9473206026336782))"
3723,"('Fund Administration Associate', np.float64(0.9419576707830801))","('Murex Front office Consultant', np.float64(0.9027494732441723))","('Murex Front office Consultant', np.float64(0.9027494732441723))"
3724,"('Developer - Windows Platform (Red Teaming and Offsec)', np.float64(0.8413834940305531))","('Penetration Tester', np.float64(0.8030251513540292))","('Senior Developer - Odoo ERP', np.float64(0.7918080951390661))"
3725,"('Customer Care Executive', np.float64(0.9871597356046524))","('Collections Specialist', np.float64(0.9745552035861041))","('Relationship Manager', np.float64(0.9305962564813237))"
3726,"('Python trainer', np.float64(0.7851635291354907))","('Lead Fullstack Developer - Java & React [T500-5049]', np.float64(0.7600074644884277))","('Part-Time Trainer – AI & Data Science (Bengaluru)', np.float64(0.7580521492326323))"
3727,"('Inside Sales Manager', np.float64(0.8528282754114668))","('Corda Developer', np.float64(0.8460853332113336))","('Business Development Executive', np.float64(0.8458618354154656))"
3728,"('Sales Intern', np.float64(0.9515780002583957))","('Sales And Marketing Specialist', np.float64(0.9274711141373057))","('Sales - Quality Analyst', np.float64(0.9142078741691049))"
3729,"('Sales Operations Analyst, Trilogy (Remote) - $30,000/year USD', np.float64(0.7736180337780697))","('Operations Analyst, Trilogy (Remote) - $30,000/year USD', np.float64(0.7736180337780697))","('Operations Analyst, Trilogy (Remote) - $30,000/year USD', np.float64(0.7736180337780697))"
3730,"('Lead Financial Analyst', np.float64(0.9117123211900775))","('Financial Accountant', np.float64(0.889790423442141))","('Assistant Manager-Fund Accounting', np.float64(0.8688609510642313))"
3731,"('Business Analyst', np.float64(0.8697549143315769))","('Enterprise Sales Manager', np.float64(0.84520912832196))","('Sales Manager', np.float64(0.8244134579090271))"
3732,"('Senior Business Analyst', np.float64(0.988711219214009))","('Senior Business Analyst', np.float64(0.988711219214009))","('Senior Business Analyst', np.float64(0.988711219214009))"
3733,"('Sales and BD- Influencer Marketing', np.float64(0.8873941720489934))","('Business Development Manager', np.float64(0.8593799169024124))","('Marketing Specialist', np.float64(0.8539938279650714))"
3734,"('Graphic Designer Internship', np.float64(0.898056191599016))","('Graphic Design Intern', np.float64(0.8897917857821322))","('Unreal developer', np.float64(0.8886250356121245))"
3735,"('Engineer R&D', np.float64(0.8712384321967908))","('EOL implementation (ECU Flash) – Mechatronics Engineer', np.float64(0.8693565480192744))","('CBS Digitalization Specialist', np.float64(0.8645759155455568))"
